id;category;title;body;amenities;bathrooms;bedrooms;currency;fee;has_photo;pets_allowed;price;price_display;price_type;square_feet;address;cityname;state;latitude;longitude;source;time
4088;5508738416;housing/rent/apartment;Beautiful Las Vegas Apartment for rent;Price from: 1049. Welcome to The s Apartments, located in the vibrant heart of Las Vegas, NV. Our premium apartment homes feature the highest quality of contemporary amenities, including expansive walk-in closets, full-size washers and dryers, and fully appointed kitchens equipped with upgraded appliances. Explore our community and discover all of the conveniences that make your home more enjoyable, like our hydrotherapy spas, resort-style swimming pools, twenty-four hour exercise facility, and our club house with a fireplace, high-end kitchen, and private mini theater. Come and see why The s is the ideal tohome. More units available: two Bd / 1 Bedrooms 940 sq-ft for $1,289/mo | three Bd / 2 Bedrooms 1,188 square ft for $1,499/mo | two Bd / 2 Bedrooms 1,144 sq. feet for $1,369/mo | three Bd / 2 Bedrooms 1,188 square feet for $1,489/mo | two Bd / 2 Bedrooms 1,010 sq. feet for $1,479/mo | two Bd / 2 Bedrooms 1,119 square feet for $1,304/mo | one Bd / 1 Bedrooms 747 sq.;Clubhouse,Fireplace,Gym;1;1;USD;No;Thumbnail;null;1049;$1,049;Monthly;747;null;Las Vegas;NV;35.9897;-115.2117;RentDigs.com;1568748871
8094;5509011427;housing/rent/apartment;Nice Two BR townhouse style apartment.;Large eat in kitchen, gleaming wood flooring, newer carpet, freshly painted. Completely up-to-date, storage and laundry in basement. Close to all major amenities and highways. No smoking, no pets, no utilities. 1st, LAST AND secure, references, employment history and credit score 600 for all applicants over eighteen $20 fee.;Storage,Wood Floors;1;2;USD;No;Yes;None;1400;$1,400;Monthly;1200;null;Attleboro;MA;41.9392;-71.3028;RentDigs.com;1568767332
9480;5668610717;housing/rent/apartment;Four BR 7911 Bluff Trail Drive;This unit is located at 7911 Bluff Trail Drive, Humble, 77338, TXMonthly rental rates range from $1475We have 4 beds units available for rent;Dishwasher,Refrigerator;2;4;USD;No;Thumbnail;Cats,Dogs;1475;$1,475;Monthly;1876;7911 Bluff Trail Dr;Humble;TX;30.0021;-95.2555;RentLingo;1577358350
8318;5668624674;housing/rent/apartment;Three BR 3963 Mossy Spring Lane;This unit is located at 3963 Mossy Spring Lane, Spring, 77388, TXMonthly rental rates range from $1425We have 3 beds units available for rent Apartment features include:-- carpeting- Dishwasher- Central A / C- Microwave- Refrigerator- Garage - Attached- Overhead fans;Dishwasher,Refrigerator;2;3;USD;No;Thumbnail;Cats,Dogs;1425;$1,425;Monthly;1251;3963 Mossy Spring Ln;Spring;TX;30.0871;-95.4685;RentLingo;1577359258
7758;5668632712;housing/rent/apartment;Two BR 367 Sunny Oaks Way;This unit is located at 367 Sunny Oaks Way, Lady Lake, 32159, FLMonthly rental rates range from $1009 - $1220We have two - three beds units available for rent;null;1.5;2;USD;No;Thumbnail;Cats,Dogs;1009;$1,009;Monthly;1138;367 Sunny Oaks Way;Lady Lake;FL;28.9283;-81.9227;RentLingo;1577359857
7252;5508941418;housing/rent/apartment;Apartment in great location;Square footage: 1062 sq-ft, unit number: 055307. Apartments in Orlando! Windermere's premier apartment community Colonial is known for choices, with seven different floor plans in 1, 2, and 3 beds styles. You will love the high-end kitchen with custom cabinets, black appliances, soaking tubs, garages and wood plank flooring in select homes. Outside, enjoy an expansive resort style spa-pool, luxurious private gazebos, summer kitchen and a fireplace lounge. All this, plus a private health club, WI-FI Cyber Cafe, media room, billiards, game room as well as a play-area and tennis. Spoil yourself and live the "Grand Life" at Colonial Windermere. Connected garage, STORAGE, Cloths washer and drier. Ok for pets Comments: Pet Charges and Deposits Vary by Property. Assistance animals are always welcome without deposit or fee. Restrictions: Pet Types Allowed: Dogs, Cats, Fish, Caged Birds. Price range: $1, 563 - $1, 858.;Fireplace,Parking,Playground,Pool,Storage,Tennis,Washer Dryer;2;2;USD;No;Thumbnail;Cats,Dogs;1628;$1,628;Monthly;1062;null;Windermere;FL;28.4991;-81.5295;RentDigs.com;1568762738
12;5668626548;housing/rent/apartment;Studio apartment Arkansas Ave NW, Varnum St NW, Washington;This unit is located at Arkansas Ave NW, Varnum St NW, Washington, Washington, 20011, DCMonthly rental rates range from $840 - $890We have studio units available for rent;null;null;0;USD;No;Thumbnail;None;840;$840;Monthly;150;null;Washington;DC;38.9118;-77.0132;RentLingo;1577359381
4169;5668615912;housing/rent/apartment;One BR 12664 Central Ave Ne;This unit is located at 12664 Central Ave Ne, Blaine, 55434, MNMonthly rental rates range from $1329 - $1904We have one - three beds units available for rent Apartment features include:-- On-Site Laundry- Fitness facilities- Ac- Controlled Access- Storage- Dishwasher- Balcony, Deck, Patio- Heat Included;Cable or Satellite,Dishwasher,Elevator,Internet Access,Parking,Patio/Deck,Refrigerator,Storage;1;1;USD;No;Thumbnail;Cats,Dogs;1329;$1,329;Monthly;750;12664 Central Avenue NE;Blaine;MN;45.1674;-93.2328;RentLingo;1577358703
5147;5668640426;housing/rent/apartment;One BR 1375 Northeast Elk Court #160;This unit is located at 1375 Northeast Elk Court #160, Bend, 97701, ORMonthly rental rates range from $1900We have 1 beds units available for rent;null;1;1;USD;No;Thumbnail;Cats,Dogs;1900;$1,900;Monthly;820;1375 Northeast Elk CT #160;Bend;OR;44.0559;-121.3041;RentLingo;1577360384
589;5668612812;housing/rent/apartment;Studio apartment 17300 135th Avenue Ne;This unit is located at 17300 135th Avenue Ne, Woodinville, 98072, WAMonthly rental rates range from $1530 - $2480We have studio - 2 beds units available for rent Apartment features include:-- Refrigerator- In-Unit Laundry- Range / Oven- Garbage Disposal- Balcony, Deck, Patio- Fireplace- Storage- Dishwasher;Dishwasher,Fireplace,Garbage Disposal,Hot Tub,Parking,Patio/Deck,Refrigerator,Storage;1;2;USD;No;Thumbnail;Cats,Dogs;1530;$1,530;Monthly;431;17300 135th Ave NE;Woodinville;WA;47.7637;-122.1180;RentLingo;1577358503
7238;5668627763;housing/rent/apartment;Two BR The Hampton;This unit is located at The Hampton, Washington Township, 48094, MIMonthly rental rates range from $1329We have 2 beds units available for rent;null;2;2;USD;No;Thumbnail;Cats,Dogs;1329;$1,329;Monthly;1060;null;Washington Township;MI;42.7449;-83.0073;RentLingo;1577359489
1185;5668620883;housing/rent/apartment;One BR 530 E. Bear Blvd;This unit is located at 530 E. Bear Blvd, Springfield, 65807, MOMonthly rental rates range from $830 - $2460We have one - four beds units available for rent Apartment features include:-- Handicapped access- On Bus Line- Internet Included- A/c- Heat Included- Fitness facilities- Controlled Access- Dishwasher;Cable or Satellite,Clubhouse,Dishwasher,Garbage Disposal,Gated,Internet Access,Parking,Refrigerator;1;1;USD;No;Thumbnail;None;830;$830;Monthly;525;530 E Bear Boulevard;Springfield;MO;37.1892;-93.2908;RentLingo;1577359027
6740;5508785084;housing/rent/apartment;993 sq. ft. \ $1,240/mo - come and see this one.;Square footage: 993 square ft, unit number: 05. Toledo Club in North Point, Florida is a gorgeous lakefront property situated on 42 lush acres and features one, 2 and 3 beds apartments. There are 8 unique and spacious floor plans to choose from, and an exceptional assortment of amenities for our residents to enjoy, both inside and out. Exceptional living is the Club! Pets - Max two allowed, One time $300. 00, Rent $15 Comments: Furry friends of any size are welcome. Charges shown are per pet. Charges are per pet and nonrefundable Restrictions: Breed Restrictions Apply. Why Choose Toledo Club This apartment community also offers amenities such as Business facility, Club house and Sheltered parking and is located on in the zip code. Browse through Studio apartments, 1 Beds apartments, 2 Beds apartments or 3 Beds apartments with floorplans ranging from 545. Ft to 1329. Ft. The Waypoint Management Services property management company will verify your lease application and send you a timely response.;Clubhouse,Parking;2;2;USD;No;Thumbnail;null;1240;$1,240;Monthly;993;null;North Port;FL;27.0533;-82.1205;RentDigs.com;1568752329
8063;5509044486;housing/rent/apartment;Three Spacious BR in Silver Spring. Parking Available!;Summit Hills Apartment Homes are spacious and have a prime location in Silver Spring close to the Metrorail. Our residents say the community events, personalized customer service & amenities are what set us apart from the rest. today! Cats - two allowed, Max weight 25 pound each, Rent $40 Comments: Pet Friendly Dogs - allowed, Max weight 25lb each, Rent $60 Comments: Pet Friendly. Why Choose Summit Hills Hills are equipped with Bike Share, Cable Accessible and Free Utilities and have rental rates ranging from $1, 410 to $2, 885. This apartment community also offers amenities such as 1. 5 Blocks From Metro Red Line, 24-hr Emergency Maintenance and 24-hr Fitness facilities and is located on in the zip code. Browse through Studio apartments, 1 Beds apartments, 2 Beds apartments, 3 Beds apartments or 4 Beds apartments with floorplans ranging from 530. Ft to 1340. Ft. choose your next home in the Summit Hills community and apply for a lease on-line!;Cable or Satellite,Gym,Parking;2;3;USD;No;Thumbnail;null;2320;$2,320;Monthly;1200;null;Silver Spring;MD;39.0017;-77.0353;RentDigs.com;1568769818
2003;5664598086;housing/rent/apartment;One BR Galewood Gardens 9010 Galewood Drive;This unit is located at Galewood Gardens 9010 Galewood Drive, Austin, 78758, TXMonthly rental rates range from $860 - $1000We have one - two beds units available for rent;null;1;1;USD;No;Thumbnail;Cats,Dogs;860;$860;Monthly;603;Galewood Gardens 9010 Galewood Dr;Austin;TX;30.3054;-97.7497;RentLingo;1577017142
7021;5508918381;housing/rent/apartment;Two BR - Avalon Townhouse Apartments is a high quality. Parking Available!;Peaceful community located in Goldsboro, North Carolina. All units are 2 Beds, 1. five bathrooms and approx 1024 ft. Seymour Johnson Air Force Base is only 1. five miles away. Downtown Goldsboro is 2mis away with plenty of shopping, restaurants, and medical facilities. Please give us atoday! Welcome Home. Our apartments for rent in Goldsboro NC have it all! Our small private communities are perfect. All of our apartments are pet friendly, so don't worry about leaving your furry family member behind!Our Avalon Townhouse Apartments are located near the rear entrance to the Seymour Johnson Air Force Base, perfect for those relocating to Goldsboro for the air force. These apartments are also great for golfers, as they are close to the golf course. This property is very peaceful and offers management office onsite as well. What's more, washer/dryer sets are available for rent. for Policy.;Parking,Washer Dryer;1.5;2;USD;No;Thumbnail;null;690;$690;Monthly;1024;null;Goldsboro;NC;35.3800;-78.0979;RentDigs.com;1568761440
2399;5668609567;housing/rent/apartment;One BR 9701 Meyer Forest Drive;Contact us for a FREE apartment search and up to $200 rebate! An expert agent will match properties with your exact search criteria while you search from home.Meyer Park Apartments is an older property that is showing some wear. Although the apartments are older, they are extremely spacious and comfortable. The living room and bedrooms are especially large and the master bedroom has both a small closet and a walk-in closet as well. The property itself is quite large and has beautifully manicured lawns and a large fountain in the front of the property. The property is in fairly attractive condition, the breezeways are kept clean and free of clutter for the most part. There are various apartment styles, some with bay windows and high cathedral ceilings. The master bathroom is a shower only and there is a massive sliding mirror directly across from the toilet that also serves as the door to the walk in closet. The guest/second bathroom has a shower/bath-tub combo and a linen closet.;Pool;1;1;USD;No;Thumbnail;Cats,Dogs;915;$915;Monthly;640;9701 Meyer Forest Dr;Houston;TX;29.6749;-95.4547;RentLingo;1577358276
8840;5659918857;housing/rent/apartment;Three BR 10839 Haskins;This unit is located at 10839 Haskins, Lenexa, 66210, KSMonthly rental rates range from $1495We have 3 beds units available for rent;null;2.5;3;USD;No;Thumbnail;Dogs;1495;$1,495;Monthly;1425;10839 Haskins;Lenexa;KS;38.9329;-94.7538;RentLingo;1576667809
1190;5668632939;housing/rent/apartment;One BR 511 S. 31st Street;This unit is located at 511 S. 31st Street, Omaha, 68105, NEMonthly rental rates range from $700We have 1 beds units available for rent;null;1;1;USD;No;Thumbnail;Cats,Dogs;700;$700;Monthly;525;511 S 31st St;Omaha;NE;41.2562;-96.0404;RentLingo;1577359877
4532;5509025095;housing/rent/apartment;Budd Lake, One BR, One BA for rent;Welcome Home to Village Green Apartments! Located in Northern New Jersey, SDK Village Green provides its residents the best of both worlds, a quiet suburban community combined with the comforts of urban living. Within a two mile radius of Village Green you can find multiple shopping centers, New Jersey's largest natural lake with public beaches, hiking/biking trails, a NJ Transit railway station bound for NYC and a wide variety of restaurants. Our apartment community has 1 of the most extensive and unique amenity packages of any garden community in the state. In addition to offering two pools, four tennis courts, skate-park, children's playground, basketball, volleyball, laundry facilities and a ball field, the property has its own par-3 golf course for the residents. For added convenience, SDK Apartments also own a large shopping area located directly in front of The Village Green, acting as a hub for residents to shop and dine out without having to travel.;AC,Basketball,Cable or Satellite,Parking,Playground,Tennis;1;1;USD;No;Thumbnail;null;1120;$1,120;Monthly;775;null;Budd Lake;NJ;40.8866;-74.7498;RentDigs.com;1568768409
1311;5659899081;housing/rent/apartment;One BR 3929-31 Magnolia Ave.;This unit is located at 3929-31 Magnolia Ave., St Louis, 63124, MOMonthly rental rates range from $650 - $700We have one - two beds units available for rent Apartment features include:-- Refrigerator- On-Site Laundry- Garbage Disposal- On Bus Line- Storage- Water Included- Air conditioner- Controlled Access;Cable or Satellite,Garbage Disposal,Parking,Refrigerator,Storage;1;1;USD;No;Thumbnail;Cats;650;$650;Monthly;540;3929-31 Magnolia Avenue;Saint Louis;MO;38.6274;-90.3040;RentLingo;1576666486
4982;5508854868;housing/rent/apartment;Exceptional Location, Incomparable Service. Dog OK!;Our community may be small in size, but it's our extra-large apartment homes combined with our staff's individual attention and commitment to service that makes us grand. Square footage range: 800 - 800.;null;1;1;USD;No;Thumbnail;Cats,Dogs;580;$580;Monthly;800;null;Dallas;TX;32.9158;-96.8961;RentDigs.com;1568757386
2727;5508666628;housing/rent/apartment;One BR Apartment in Winston-Salem;Link to what inspires you. Whether it be your community, friends, pets, the outdoors, or style, Link Apartments Brookstown connects you to what lights you up. Located minutes away from Link are the BB&T Ballpark, Children s Museum, Stevens Center, and more. From the airy living spaces with 9 foot ceilings and the restaurant quality kitchens clad in granite and stainless, to private patios with stunning ballpark views it all comes Apartments Brookstown in downtown Winston-Salem, NC. Link Apartments Brookstown is also about aesthetics. function. Our apartments offer high reasonable rent with amenities you will be stoked about! Our name would not be Link without some seriously fast Wi-Fi so you can stream to your hearts content. As for pets, if you want some happy wagging, bring your best friend - we are pet friendly. Outdoor Grills & Recreation Area, luxurious Club Room, Controlled Access Parking, twenty-four-hour Modern Fitness facilities, Green Building Certified, Cyber Cafe, Saltwater Pool, Bike Racks, Bus.;AC,Cable or Satellite,Dishwasher,Elevator,Gym,Internet Access,Parking,Pool,Storage,Washer Dryer,Wood Floors;1;1;USD;No;Thumbnail;Cats,Dogs;1265;$1,265;Monthly;659;null;Winston Salem;NC;36.1036;-80.2159;RentDigs.com;1568744736
6119;5659917491;housing/rent/apartment;Two BR 245 Sinclair;This unit is located at 245 Sinclair, Ames, 50014, IAMonthly rental rates range from $895We have 2 beds units available for rent;null;2;2;USD;No;Thumbnail;Cats;895;$895;Monthly;912;245 Sinclair;Ames;IA;42.0259;-93.6516;RentLingo;1576667691
6491;5509237213;housing/rent/apartment;Apartment in prime location;Welcome Home to Spring Lake Apartments in the heart of the Norcross, GA. Spring Lake is a beautifully landscaped, pet-friendly apartment community with generous floor plans and amenities. Choose from spacious one, 2 and 3 beds homes featuring fully equipped large living areas and plenty of closet space. Also included is a large refreshing swimming pool, twenty-four hour fitness, outdoor picnic areas, children's play area, free bus. ctr. and Wi-Fi zone residents' club house. Spring Lake Apartments is ideally situated off of Interstate Interstate 85 close to Jimmy Carter, Grand Prix, and Historic Downtown Norcross. Convenient to shopping Centers, restaurants. Minutes from Peachtree Corners, Gwinnett Mall, & Best Friends Park. A beautiful community with spacious apartments and superior location make it the you'll be proud to.;Cable or Satellite,Clubhouse,Fireplace,Gym,Internet Access,Patio/Deck,Playground,Pool,Storage,Washer Dryer;1;1;USD;No;Yes;Cats,Dogs;1114;$1,114;Monthly;955;null;Norcross;GA;33.9373;-84.2004;RentDigs.com;1568780391
4915;5668621302;housing/rent/apartment;Two BR 516 N. Grant Street;This unit is located at 516 N. Grant Street, Bloomington, 47408, INMonthly rental rates range from $1000We have 2 beds units available for rent Apartment features include:-- On-Site Laundry- Range / Oven- Dishwasher- Refrigerator- Central A / C- Trash Removal Included- Dining area- Water Included;Cable or Satellite,Dishwasher,Parking,Refrigerator;1;2;USD;No;Thumbnail;Cats,Dogs;1000;$1,000;Monthly;800;516 N Grant St;Bloomington;IN;39.1471;-86.5136;RentLingo;1577359050
454;5653497433;housing/rent/apartment;Studio Apartment for Rent in Baltimore** Utilities;Baltimore Super Holiday Specials - No Application or Move In Charges if moved in by 1/1/2020. Cozy & Quaint 1st Floor Studio in Charles Village - Utilities Included: *Remodeled kitchen*Secured Entry Door System*Hardwood flooring*Bathroom with Tub*Cathedral ceilings*Some Off-Street parking*On-Site Laundry*Near JHU, Penn Station, Mica and Arts District*All Utilities Included (Heat, Electric & Water) UNIT FEATURES - Cable ready, Hard wood floors, Heat-gas, Washer & dryer area/hookups, Oven / range, Refrigerator DRS Sumner Companies, Inc.Call: (443) 251-XXXXText: 410402XXXX Cable Ready, Paid Utilities, Garage and/or Sheltered parking, Wood floors, Laundry Facility, Gated Access;Cable or Satellite,Gated,Parking,Refrigerator,Wood Floors;1;0;USD;No;Thumbnail;null;829;$829;Monthly;400;2106 Saint Paul St Apartment 1f;Baltimore;MD;39.3284;-76.6021;RentDigs.com;1576317914
3218;5668633774;housing/rent/apartment;One BR 1050 W Venture Pl;This unit is located at 1050 W Venture Pl, Sioux Falls, 57105, SDMonthly rental rates range from $750 - $1050We have one - two beds units available for rent;null;1;1;USD;No;Thumbnail;None;750;$750;Monthly;692;1050 W Venture Place;Sioux Falls;SD;43.5329;-96.7265;RentLingo;1577359932
3814;5509079866;housing/rent/apartment;Attractive One BR, One BA;Square footage: 725 sq-ft, unit number: 04. If you are looking for a 1 or 2 beds apartment for rent you ll love with some of the best amenities, then you ve come to the right ! Village we keep apartment living as uncomplicated and stress-free as possible so you will appreciate your apartments Manchester NH as much as possible. Finding a great home is difficult enough, so we made it a little easier with different floor plans to choose from. We know that features and amenities are an important part of apartment-living, so all of our apartments are also equipped with quality appliances, a/c, an attached balcony or patio area, and a renovated kitchen. Outside of your apartment, you can enjoy a relaxing walk around our landscaped grounds with your pets allowed apartment community. You can also stretch your legs by playing a tennis or basketball, or head to our fitness facilities to get in an exhilarating workout.;AC,Basketball,Clubhouse,Gym,Parking,Patio/Deck,Tennis;1;1;USD;No;Thumbnail;Cats,Dogs;1240;$1,240;Monthly;725;null;Manchester;NH;42.9833;-71.4574;RentDigs.com;1568772260
3845;5508829271;housing/rent/apartment;Two BR Apartment in Brook Park. $705/mo;NEWLY REMODELED! This charming all-brick community is situated in a peaceful, residential neighborhood located just minutes from Interstate 480 and Interstate 71. Our comfortable one and two beds suites are renovated for your convenience. Our new owners have a dedicated staff that will go the extra mile to make your new home truly enjoyable. We offer a great to exceptional value!today to tour Holland Gardens. $275 cat and $25 per month $400 dog and $25-45 per month depending on weight. breed restrictions apply.;null;1;2;USD;No;Thumbnail;null;705;$705;Monthly;726;null;Brook Park;OH;41.3963;-81.8343;RentDigs.com;1568755750
582;5509246885;housing/rent/apartment;Over 430 sf in New London;Price from: 775. If you are searching for apartments or townhomes in New London, or are simply looking to relocate near the Thames River, come to The Landing in New London. Our apartments and townhomes are located in a splendid location near Ocean Beach Park, where you can experience the beauty of the Atlantic Ocean. You will love coming home to The Landing. Imagine relaxing in your very own spacious New London, apartment. Landing. We have a selection of 8 spacious floor plans ranging from studio, one, or two beds that add a touch of class and refinement to any lifestyle. All of our pets allowed apartments offer a number of upscale features, including well-equipped all-electric kitchens, added storage, tile and carpet flooring. Many of our apartment homes also allow you to take in beautiful Connecticut views from the comfort of your very own private balcony. Enjoy a quiet afternoon stroll around the beautiful grounds of our pets allowed New London, apartments.;Basketball,Gym,Patio/Deck,Pool,Storage;1;2;USD;No;Thumbnail;null;775;$775;Monthly;430;null;New London;CT;41.3498;-72.1062;RentDigs.com;1568780793
217;5509171057;housing/rent/apartment;LB Downtown Cross Streets 10th and Pine.;Studio/ 1 bathrooms, LISTING DETAILS: Lower unit, terrific location downtown, close to City, Pine/Pike area, Blue Line Metro, touch up custom paint, newer plank vinyl, upgraded kitchen cabinet & granite counter top, newer vertical blinds, newer ceiling fan, newer fixtures, onstreet parking only Parking maybe church across the streetMonth to Month. RENT: $975 DEPOSIT: $1000, Cats not allowed, Dogs not allowed.;null;1;0;USD;No;Thumbnail;null;975;$975;Monthly;300;null;Long Beach;CA;33.7815;-118.1934;RentDigs.com;1568777618
852;5668225509;housing/rent/apartment;The Chesapeake #Studio 07: Washington DC 20008;A true NW Connecticut Avenue landmark. Ideally located in 1 of DC's most sought after neighborhoods, these apartments offer a wonderful combination of historic charm and state of the art convenience. Every studio, one &#38 two beds apartment home includes unique f... List ID: 290113611 | RealRentals.com;null;1;2;USD;No;Thumbnail;Cats,Dogs;1610;$1,610;Monthly;488;null;Washington;DC;38.9348;-77.0590;RealRentals;1577305116
8922;5664576125;housing/rent/apartment;Three BR 2700 Stowmarket Place;This unit is located at 2700 Stowmarket Place, Charlotte, 28216, NCMonthly rental rates range from $1475We have 3 beds units available for rent Apartment available amenities:-- Fireplace- Refrigerator- Overhead fans- Microwave- Hard wood floors- Garbage Disposal- Dishwasher- Central A / C;Dishwasher,Fireplace,Garbage Disposal,Refrigerator;2;3;USD;No;Thumbnail;Cats,Dogs;1475;$1,475;Monthly;1463;2700 Stowmarket Place;Charlotte;NC;35.2016;-80.8124;RentLingo;1577015444
2668;5508806124;housing/rent/apartment;$660 / One BR - Great Deal. MUST SEE. Pet OK!;Price from: 660. Are you searching for the home of your dreams in Dallas, Texas Look no further than Bristol. We are a beautiful apartment home community conveniently located by the Town East Mall, great schools, amazing local eateries, and lovely local parks. There's no better location for convenient recreation, business, education and everything else that's part of your life. Your commute will be the easiest part of your day with Interstate twenty just minutes away. we offer unique 1 and 2 beds floor plans that were designed with your comfort in mind. Each apartment home features a pantry, walk-in closets, and overhead fans. Select homes have wood-burning fireplaces, washer/dryer connections, and all-electric kitchens. We are ok for pets, so bring the whole family. We pride ourselves on good customer service and offer all the comfort of graceful living. Our community available amenities easy access to freeways and shopping, on-site maintenance, and a laundry facility.;Fireplace,Pool,Washer Dryer;1;1;USD;No;Thumbnail;Cats,Dogs;660;$660;Monthly;652;null;Dallas;TX;32.8239;-96.6810;RentDigs.com;1568754048
4869;5637638405;housing/rent/apartment;2 BR 1 BA In Whittier CA 90604;10203 Ruoff Apartments feature 2 bedrooms apartments with a carport and onstreet parking. There are three separate building with 4 units buildings in a garden setting. Within the sought-after East Whittier School District Ceres Elementary, Hillview Middle, California High Only blocks away from groceries, restaurants, and California High School, it is close to many amenities and transportation. Accepts Section 8. No Ok for pets (RLNE5315398)Features: two Bedrooms 1 Bathrooms with bath-tub and shower Upstairs unit Large living room, 17'3? x 13'2? carpeted Dedicated dining area area, tiled, between kitchen and living room, 12'6? x 7'2? Kitchen featuring tile, garbage disposal. 12'6? x 7'7? Hallway, 8' x 3', with 3'8? x 2' closet A-c Total living space ~800 square ft 1 carport for parking Water and trash paid Lawn service paid Monthly rent: $1550 $1550 Refundable Security Deposit- Lease Term: Month to Month- Resident Pays Electricity- Resident Pays Gas;Parking;1;2;USD;No;Thumbnail;None;1550;$1,550;Monthly;800;null;Whittier;CA;33.9604;-118.0289;ListedBuy;1575419423
5459;5668625539;housing/rent/apartment;One BR Kellogg Blvd & Robert St N;This unit is located at Kellogg Blvd & Robert St N, St Paul, 55101, MNMonthly rental rates range from $1450 - $2295We have one - two beds units available for rent Apartment features include:-- Dishwasher- Fitness facilities- On-Site Laundry- Air conditioned- Surface Parking;Dishwasher,Parking;1;1;USD;No;Thumbnail;Cats,Dogs;1450;$1,450;Monthly;850;null;Saint Paul;MN;44.9405;-93.1027;RentLingo;1577359322
6819;5664568565;housing/rent/apartment;Two BR 427 Oregon Street;This unit is located at 427 Oregon Street, Cincinnati, 45202, OHMonthly rental rates range from $1500We have 2 beds units available for rent Apartment available amenities:-- Water Included- Balcony, Deck, Patio- On-Site Laundry- Garbage Disposal- Dishwasher- Refrigerator- Heat Included- A-c;Dishwasher,Garbage Disposal,Parking,Patio/Deck,Refrigerator;1;2;USD;No;Thumbnail;Cats,Dogs;1500;$1,500;Monthly;1000;427 Oregon St;Cincinnati;OH;39.1679;-84.4933;RentLingo;1577014886
5072;5664568342;housing/rent/apartment;Two BR 2753 Townterrace Dr.;This unit is located at 2753 Townterrace Dr., Cincinnati, 45251, OHMonthly rental rates range from $774 - $1034We have two - three beds units available for rent Apartment available amenities:-- Dishwasher- Refrigerator- Garbage Disposal- Washer dryer Connections- Balcony, Deck, Patio- On-Site Laundry- Pool- A-c;Cable or Satellite,Dishwasher,Garbage Disposal,Patio/Deck,Playground,Pool,Refrigerator;1;2;USD;No;Thumbnail;Cats,Dogs;774;$774;Monthly;810;2753 Townterrace Drive;Cincinnati;OH;39.1679;-84.4933;RentLingo;1577014874
5036;5508747129;housing/rent/apartment;$939 / One BR - Great Deal. MUST SEE. Pet OK!;home to brand-new apartment homes in Jamestown, NC. Centrally located between Greensboro and High Point, this new high-end apartment community makes it easy to commute to either city. Whether you commute for work or you simply love the attractions Greensboro and High Point offer, and Main makes it easy to get wherever you need to go. Whether you are living on your own, with friends, or with family, has floor plans available to fit the lifestyle and needs of each resident. We offer one-, two-, and 3 beds apartment homes for rent, ranging from 806 to 1, 340ft. At Mills and Main, it's easy for you to get as much or as little space as you need! 1 of the biggest perks of and Main is that everything in your apartment will be brand new! This includes designer lighting, granite counters, energy-efficient appliances, oversized windows, walk-in closets, wood plank vinyl flooring, and more. Income Requirement: Must have 3. 0x the rent in total household income before taxes, include income from all adults.;Parking,Patio/Deck,Storage;1;1;USD;No;Thumbnail;Cats,Dogs;939;$939;Monthly;806;null;Jamestown;NC;35.9998;-79.9305;RentDigs.com;1568749518
6263;5509135547;housing/rent/apartment;Charming One BR, One BA. Single Car Garage!;Square footage: 931 square feet, unit number: 0223. luxurious residential living takes on a whole new @ Apartment Homes, a resort-style community located right on Walther. just off University Pkwy. Step into stunning apartment homes with one, two, or three beds filled with high-end materials and finishes, premium features, and the luxurious amenities you'd expect from a premier residential address in Lawrenceville. Luxurious Amenities and Premier Features Nestled amongst amazing landscaping in a peaceful neighborhood, offers easy access to shopping, dining, entertainment, and more. If you're searching for an apartment in Lawrenceville, GA that caters to your lifestyle, we're sure to have a great 1 for you. Inside, you'll find amenities like sunrooms, attached garages, double vanity sinks, arched doorways, fully equipped kitchens, walk-in closets, and garden tubs. You'll have full access to the bus. ctr. with internet access, 2 swimming pools, fitness facilities, covered car care centers, and much.;Gym,Internet Access,Parking;1;1;USD;No;Thumbnail;null;1085;$1,085;Monthly;931;null;Lawrenceville;GA;34.0072;-84.0034;RentDigs.com;1568775317
7102;5668627065;housing/rent/apartment;Two BR 389 Belmont Street Unit 202;This unit is located at 389 Belmont Street Unit 202, Oakland, 94610, CAMonthly rental rates range from $3300We have 2 beds units available for rent;Dishwasher,Refrigerator;2;2;USD;No;Thumbnail;Cats,Dogs;3300;$3,300;Monthly;1040;389 Belmont St Unit 202;Oakland;CA;37.7904;-122.2151;RentLingo;1577359428
2083;5668625451;housing/rent/apartment;One BR 844 N. 6th Street;This unit is located at 844 N. sixth Street, Philadelphia, 19123, PAMonthly rental rates range from $1200We have 1 beds units available for rent Apartment features include:-- Surface Parking- Heat Included;Parking;1;1;USD;No;Thumbnail;Cats,Dogs;1200;$1,200;Monthly;613;844 N 6th St;Philadelphia;PA;40.0054;-75.1415;RentLingo;1577359316
1953;5668642417;housing/rent/apartment;Two BR 2705 Kavanaugh Rd;This unit is located at 2705 Kavanaugh Rd, Ruston, 71270, LAMonthly rental rates range from $700We have 2 beds units available for rent;null;1;2;USD;No;Thumbnail;Cats,Dogs;700;$700;Monthly;600;2705 Kavanaugh Road;Ruston;LA;32.4842;-92.6682;RentLingo;1577360498
